Price,Close,High,Low,Open,Volume,Log_Return
Ticker,ETH-USD,ETH-USD,ETH-USD,ETH-USD,ETH-USD,
Date,,,,,,
2018-02-19,943.864990234375,957.7769775390625,921.5540161132812,921.6680297851562,2169019904,0.02135654475027828
2018-02-20,895.3709716796875,965.2650146484375,892.9539794921875,943.5670166015625,2545260032,-0.05274501120480265
2018-02-21,849.9710083007812,912.375,830.56298828125,894.135009765625,2531729920,-0.052035884871772124
2018-02-22,812.844970703125,875.926025390625,802.6680297851562,849.2620239257812,2150370048,-0.0446618375987236
2018-02-23,864.1890258789062,886.3179931640625,794.791015625,811.5850219726562,2334820096,0.06125112140513199
2018-02-24,840.5150146484375,879.531005859375,818.5499877929688,861.593017578125,1926579968,-0.02777670819036704
2018-02-25,844.8099975585938,853.14599609375,822.3809814453125,839.458984375,1646960000,0.0050969304759804854
2018-02-26,869.3150024414062,880.3920288085938,842.3189697265625,845.2780151367188,2044480000,0.028593800894165813
2018-02-27,878.2650146484375,896.2589721679688,867.0969848632812,870.364990234375,2053980032,0.0102428390907912
2018-02-28,855.198974609375,890.1079711914062,855.1240234375,877.9340209960938,1963980032,-0.02661422639491456
2018-03-01,872.2000122070312,880.302001953125,851.9199829101562,856.0120239257812,1868519936,0.019684608701039625
2018-03-02,856.85302734375,876.3779907226562,852.4219970703125,871.7639770507812,1894419968,-0.01775236219554125
2018-03-03,857.2249755859375,868.4539794921875,855.2069702148438,856.7109985351562,1699369984,0.00043399220734377297
2018-03-04,866.677978515625,867.9500122070312,840.280029296875,856.1859741210938,1697939968,0.010967087973551266
2018-03-05,853.6840209960938,869.9199829101562,853.52001953125,866.8460083007812,1898489984,-0.01510636090120013
2018-03-06,816.9509887695312,853.8170166015625,809.9310302734375,853.8170166015625,1943069952,-0.04398202269410346
2018-03-07,752.8309936523438,825.6069946289062,726.5469970703125,816.27099609375,2175419904,-0.08173834520662224
2018-03-08,704.5960083007812,773.7670288085938,696.1690063476562,752.5700073242188,1891640064,-0.06621615789568791
2018-03-09,728.916015625,729.156005859375,648.1069946289062,702.197021484375,2233019904,0.03393391977600025
2018-03-10,686.8900146484375,748.031005859375,682.6950073242188,730.1599731445312,1532960000,-0.059384336188329404
2018-03-11,723.3389892578125,735.8309936523438,668.1229858398438,685.31201171875,1562680064,0.05170379280650142
2018-03-12,699.8309936523438,742.5139770507812,683.2680053710938,724.406005859375,1764999936,-0.03303910883312072
2018-03-13,690.8270263671875,713.7349853515625,682.3499755859375,698.1530151367188,1425959936,-0.012949399458144831
2018-03-14,614.291015625,702.7839965820312,594.0999755859375,691.218994140625,1810560000,-0.11742068611868112
2018-03-15,611.3040161132812,620.6160278320312,579.5050048828125,614.8389892578125,1770460032,-0.004874375872141854
2018-03-16,601.666015625,623.1680297851562,587.8619995117188,611.7780151367188,1417350016,-0.015891906769594708
2018-03-17,552.7789916992188,609.1510009765625,549.0960083007812,601.677978515625,1267810048,-0.08474423174172407
2018-03-18,538.6439819335938,551.6400146484375,460.0880126953125,551.6400146484375,2685499904,-0.025903431513727093
2018-03-19,556.7260131835938,558.0999755859375,519.1229858398438,546.6259765625,2046790016,0.03301838479052139
2018-03-20,557.1749877929688,567.0900268554688,521.2039794921875,556.7219848632812,1833680000,0.0008061302275428419
2018-03-21,561.7319946289062,589.6069946289062,550.572021484375,559.0999755859375,1781270016,0.008145506469574817
2018-03-22,539.7020263671875,577.5659790039062,523.0889892578125,562.10302734375,1523459968,-0.04000767403148597
2018-03-23,539.6190185546875,540.4869995117188,512.1270141601562,539.864013671875,1596349952,-0.0001538148691795059
2018-03-24,526.4390258789062,545.3820190429688,526.0800170898438,542.572021484375,1300009984,-0.024727854795070878
2018-03-25,524.2869873046875,535.8209838867188,515.6589965820312,522.7030029296875,1151170048,-0.004096294479087085
2018-03-26,489.95098876953125,526.3790283203125,470.44000244140625,524.2869873046875,1638880000,-0.06773385690921604
2018-03-27,450.1159973144531,491.4590148925781,449.97100830078125,489.5899963378906,1617939968,-0.08480004182590598
2018-03-28,446.27899169921875,466.21099853515625,444.8609924316406,450.2909851074219,1514179968,-0.008561022980050079
2018-03-29,385.9679870605469,450.81298828125,385.81298828125,448.07501220703125,1970230016,-0.14518986742754264
2018-03-30,394.6449890136719,409.9289855957031,368.63299560546875,385.9049987792969,1878130048,0.02223216783247407
2018-03-31,396.4570007324219,418.4679870605469,392.9530029296875,395.0039978027344,1323920000,0.004580989331491616
2018-04-01,379.60699462890625,400.52801513671875,363.80499267578125,397.2539978027344,1256930048,-0.04343109523288464
2018-04-02,386.42498779296875,395.1709899902344,377.5929870605469,379.6990051269531,1102259968,0.017801275568424858
2018-04-03,416.89300537109375,418.9679870605469,383.5320129394531,387.31201171875,1363399936,0.07589183858341873
2018-04-04,380.5429992675781,417.47198486328125,375.30999755859375,416.4849853515625,1287730048,-0.09123042884171902
2018-04-05,383.23199462890625,387.71600341796875,369.8160095214844,379.9469909667969,1210680064,0.007041357711370374
2018-04-06,370.2850036621094,385.19500732421875,366.9110107421875,382.7309875488281,967105984,-0.03436754660917921
2018-04-07,385.3139953613281,393.0589904785156,369.9360046386719,370.3800048828125,951475008,0.0397855849638244
2018-04-08,400.50799560546875,402.5899963378906,385.60198974609375,385.7430114746094,948488000,0.038675156111288404
2018-04-09,398.5260009765625,429.2510070800781,390.6099853515625,400.85699462890625,1478390016,-0.004960987147865174
2018-04-10,414.2430114746094,415.88800048828125,393.8789978027344,399.4110107421875,1196000000,0.03868004263577065
2018-04-11,430.5400085449219,430.5400085449219,412.47100830078125,415.02398681640625,1439040000,0.038587468757648846
2018-04-12,492.9410095214844,493.0580139160156,417.4129943847656,430.1610107421875,2519360000,0.1353492561270013
2018-04-13,492.7349853515625,526.469970703125,482.65899658203125,493.1600036621094,2419249920,-0.0004180362999480971
2018-04-14,501.4779968261719,512.0239868164062,488.27899169921875,492.5799865722656,1519079936,0.01758825727563974
2018-04-15,531.7020263671875,531.7020263671875,502.8800048828125,502.8800048828125,1726089984,0.05852349989705078
2018-04-16,511.1470031738281,534.197021484375,500.25,532.073974609375,1758979968,-0.0394260053366581
2018-04-17,502.8940124511719,518.031005859375,502.5639953613281,511.1449890136719,1760359936,-0.016277789211940966
2018-04-18,524.7890014648438,525.0919799804688,503.0450134277344,503.3089904785156,1762940032,0.04261684277122201
